"Date","Source","Actor","IOCType","IOCValue","Context","Link"
"2026-04-08 06:42:42 UTC","ThreatFox","TA584","Domain","electrum-wallet.gr.com","threat=payload_delivery; malware=js.iclickfix (tag=ClickFix)",
"2026-04-08 06:42:41 UTC","ThreatFox","TA584","Domain","electrum.us.com","threat=payload_delivery; malware=js.iclickfix (tag=ClickFix)",
"2026-04-08 06:42:41 UTC","ThreatFox","TA584","Domain","featherwallet.us.com","threat=payload_delivery; malware=js.iclickfix (tag=ClickFix)",
"2026-04-08 06:42:40 UTC","ThreatFox","TA584","Domain","mymonero.us.com","threat=payload_delivery; malware=js.iclickfix (tag=ClickFix)",
"2026-04-08 06:42:38 UTC","ThreatFox","TA584","URL","https://smarterfeds.com/","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-08 06:00:23 UTC","ThreatFox","TA584","IP","31.56.209.80:1996","threat=botnet_cc; malware=win.xworm (tag=XWorm)",
"2026-04-07 23:02:04","MalwareBazaar","TA584","SHA256","8aae82dfe337761e498f8509c66b54f7ffb59896606869739f22f6b8a07ab64c","signature=; file=8aae82dfe337761e498f8509c66b54f7ffb59896606869739f22f6b8a07ab64c.pdf (tag=ClickFix)",
"2026-04-07 22:01:48 UTC","ThreatFox","TA584","Domain","heather-goblet.with.playit.plus","threat=botnet_cc; malware=win.xworm (tag=XWorm)",
"2026-04-07 21:24:53 UTC","ThreatFox","TA584","Domain","brightson.icu","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:24:35 UTC","ThreatFox","TA584","Domain","bigtenny.icu","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:24:17 UTC","ThreatFox","TA584","Domain","datumprobe.icu","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:23:52 UTC","ThreatFox","TA584","Domain","keyview.icu","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:23:32 UTC","ThreatFox","TA584","Domain","bowlapp.icu","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:23:13 UTC","ThreatFox","TA584","Domain","traceglimpse.icu","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:22:51 UTC","ThreatFox","TA584","Domain","coverlink.icu","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:22:24 UTC","ThreatFox","TA584","Domain","tracekey.icu","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:21:46 UTC","ThreatFox","TA584","URL","https://worryup.icu/ext.df2cb056e1ce.js","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:19:17 UTC","ThreatFox","TA584","URL","https://worryup.icu/t.188cfd3975db.js","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:18:45 UTC","ThreatFox","TA584","URL","https://worryup.icu/t.js?site=","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:18:31 UTC","ThreatFox","TA584","Domain","worryup.icu","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:14:55 UTC","ThreatFox","TA584","URL","https://thinkbuy.icu/ext.99a99edf2986.js","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:13:26 UTC","ThreatFox","TA584","URL","https://thinkbuy.icu/ext-b.96910d87bd95.js","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:12:22 UTC","ThreatFox","TA584","URL","https://thinkbuy.icu/t.188cfd3975db.js","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:11:47 UTC","ThreatFox","TA584","URL","https://thinkbuy.icu/t.js?site=","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 21:11:22 UTC","ThreatFox","TA584","Domain","thinkbuy.icu","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 19:16:07 UTC","ThreatFox","TA584","URL","https://challenge-refernow.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 19:15:52 UTC","ThreatFox","TA584","Domain","challenge-refernow.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 19:13:52 UTC","ThreatFox","TA584","URL","https://healgesty0-arvchecbkg.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 19:13:29 UTC","ThreatFox","TA584","Domain","healgesty0-arvchecbkg.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 19:00:26 UTC","ThreatFox","TA584","URL","https://helpa-useagestin-htlch.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 19:00:10 UTC","ThreatFox","TA584","Domain","helpa-useagestin-htlch.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 18:59:01 UTC","ThreatFox","TA584","URL","https://extranetid9324help-guest.help","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 18:58:37 UTC","ThreatFox","TA584","Domain","extranetid9324help-guest.help","threat=payload_delivery; malware=unknown (tag=ClickFix)",
